timestamp,lmp
2025-01-01 08:00:00+00:00,41.35992
2025-01-01 09:00:00+00:00,41.38941
2025-01-01 10:00:00+00:00,41.17314
2025-01-01 11:00:00+00:00,40.83716
2025-01-01 12:00:00+00:00,41.51501
2025-01-01 13:00:00+00:00,41.66169
2025-01-01 14:00:00+00:00,42.02276
2025-01-01 15:00:00+00:00,38.48371
2025-01-01 16:00:00+00:00,26.36094
2025-01-01 17:00:00+00:00,22.95627
2025-01-01 18:00:00+00:00,22.50321
2025-01-01 19:00:00+00:00,21.37186
2025-01-01 20:00:00+00:00,19.94409
2025-01-01 21:00:00+00:00,19.95329
2025-01-01 22:00:00+00:00,21.23309
2025-01-01 23:00:00+00:00,31.87551
2025-01-02 00:00:00+00:00,44.57175
2025-01-02 01:00:00+00:00,45.86494
2025-01-02 02:00:00+00:00,45.62168
2025-01-02 03:00:00+00:00,45.49087
2025-01-02 04:00:00+00:00,45.42899
2025-01-02 05:00:00+00:00,45.3783
2025-01-02 06:00:00+00:00,44.71941
2025-01-02 07:00:00+00:00,42.05664
